Subj,Age,Condition,Pred,Match,Start Time,Onset of 1st syllable in character name ,Time to respond ,NameLength,Start time - time to respond,Onset of 1st syllable - time to respond,RT,Response?
18,5,1,Pred,Same,1627.786766,5256.040918,6429.684129,824,4801.897363,1173.643211,349.643211,
18,5,1,Pred,Same,1497.585381,5439.55033,6794.373436,1009,5296.788055,1354.823106,345.823106,
18,5,1,Pred,Same,1640.742032,5367.445289,6583.48671,948,4942.744678,1216.04142,268.04142,
19,5,1,Pred,Same,1645.895847,5255.147169,8943.811966,927,7297.916119,3688.664797,,
19,5,1,Pred,Same,1628.660885,5299.279746,7893.715611,555,6265.054726,2594.435865,,
19,5,1,Pred,Same,1494.47937,5578.448767,7294.752631,399,5800.273261,1716.303864,1317.303864,
19,5,1,Pred,Same,1450.456704,5414.165969,7569.75094,1009,6119.294236,2155.584971,1146.584971,
19,5,1,Pred,Same,1462.057441,5425.589222,6663.018652,775,5200.961211,1237.42943,462.42943,
19,5,1,Pred,Same,1659.985087,5267.631092,6461.76481,810,4801.779723,1194.133717,384.133717,
19,5,1,Pred,Same,1497.466061,5513.932032,6970.596056,1269,5473.129994,1456.664024,187.664024,
19,5,1,Pred,Same,1498.742276,5318.130552,6360.790851,891,4862.048575,1042.660299,151.660299,
19,5,1,Pred,Same,1667.824914,5387.830589,6864.834785,1329,5197.009871,1477.004196,148.004196,
19,5,1,Pred,Same,1633.865061,5443.627499,6240.098186,681,4606.233126,796.470687,115.470687,
19,5,1,Pred,Same,1493.130161,5763.825717,6601.635675,742,5108.505514,837.809958,95.809958,
19,5,1,Pred,Same,1495.944558,5457.152436,6206.59635,707,4710.651792,749.443915,42.443915,
19,5,1,Pred,Same,1471.795424,5449.810514,6635.239996,1153,5163.444572,1185.429482,32.429482,
19,5,1,Pred,Same,1650.726435,5375.935496,6349.625554,948,4698.899119,973.690058,25.690058,
19,5,1,Pred,Same,1665.026325,5275.991692,5928.277251,647,4263.250925,652.285559,5.285559,
19,5,1,Pred,Same,1666.292372,5277.230863,10056.66216,824,8390.369791,4779.431299,0,
19,5,1,Pred,Same,1707.786997,5685.700756,7434.564237,1768,5726.777239,1748.86348,-19.13652,
20,5,1,Pred,Same,1660.597816,5318.707436,8500.143031,555,6839.545215,3181.435595,,
20,5,1,Pred,Same,1455.053211,5395.765264,8290.176268,1009,6835.123057,2894.411004,1885.411004,
20,5,1,Pred,Same,1654.129339,5268.562945,7792.039195,824,6137.909856,2523.476251,1699.476251,
20,5,1,Pred,Same,1684.961285,5260.697907,7261.112966,927,5576.151681,2000.415059,1073.415059,
20,5,1,Pred,Same,1497.435406,5556.591208,6869.134126,399,5371.698719,1312.542917,913.542917,
20,5,1,Pred,Same,1496.856886,5512.772963,7681.330446,1269,6184.47356,2168.557483,899.557483,
20,5,1,Pred,Same,1519.133409,5298.477818,6782.966007,891,5263.832598,1484.488189,593.488189,
20,5,1,Pred,Same,1617.655522,5413.970456,6481.243352,681,4863.58783,1067.272896,386.272896,
20,5,1,Pred,Same,1497.289657,5760.680122,6796.794933,742,5299.505276,1036.114811,294.114811,
20,5,1,Pred,Same,1660.923848,5266.71958,6312.056198,810,4651.132349,1045.336617,235.336617,
20,5,1,Pred,Same,1478.810112,5442.54178,6366.611336,775,4887.801224,924.069556,149.069556,
20,5,1,Pred,Same,1638.597382,5373.31784,6400.131542,948,4761.53416,1026.813702,78.813702,
21,5,1,Pred,Same,1474.262952,5558.906285,6812.582788,399,5338.319836,1253.676503,854.676503,
21,5,1,Pred,Same,1481.73,5444.051158,6968.655629,775,5486.925629,1524.604471,749.604471,
21,5,1,Pred,Same,1643.006579,5369.550976,6947.799281,948,5304.792703,1578.248305,630.248305,
21,5,1,Pred,Same,1497.096949,5376.123566,6375.72019,447,4878.623241,999.596623,552.596623,
21,5,1,Pred,Same,1626.059716,5298.968332,6345.660502,555,4719.600786,1046.69217,491.69217,
21,5,1,Pred,Same,1700.954647,5285.738161,6356.477281,647,4655.522634,1070.739121,423.739121,
21,5,1,Pred,Same,1651.229987,5396.068332,7095.652977,1329,5444.422991,1699.584645,370.584645,
21,5,1,Pred,Same,1489.861961,5307.642374,6555.560065,891,5065.698104,1247.917691,356.917691,
21,5,1,Pred,Same,1630.011166,5436.18068,6469.264964,681,4839.253798,1033.084285,352.084285,
21,5,1,Pred,Same,1635.72431,5248.338445,6389.269649,810,4753.545339,1140.931204,330.931204,
21,5,1,Pred,Same,1494.147045,5455.021155,6461.445481,707,4967.298436,1006.424326,299.424326,
21,5,1,Pred,Same,1474.908434,5491.480181,7026.675964,1269,5551.76753,1535.195783,266.195783,
21,5,1,Pred,Same,1638.729281,5251.697111,6377.864218,927,4739.134937,1126.167107,199.167107,
21,5,1,Pred,Same,1473.529477,5394.757938,6598.190239,1009,5124.660762,1203.432301,194.432301,
21,5,1,Pred,Same,1495.708854,5764.463303,6693.60712,742,5197.898266,929.143816,187.143816,
21,5,1,Pred,Same,1645.855769,5274.702324,6201.554514,824,4555.698745,926.85219,102.85219,
21,5,1,Pred,Same,1462.627533,5414.402705,7259.416355,1768,5796.788822,1845.01365,77.01365,
21,5,1,Pred,Same,1469.774898,5480.06319,6600.782411,1153,5131.007513,1120.71922,-32.28078,
22,5,1,Pred,Same,1626.526371,5182.033367,8002.496038,539,6375.969667,2820.462671,,
22,5,1,Pred,Same,1503.014762,5343.918762,8293.573795,863,6790.559033,2949.655033,,
22,5,1,Pred,Same,1481.061985,5473.221928,8044.345143,959,6563.283158,2571.123215,1612.123215,
22,5,1,Pred,Same,1669.85103,5313.756953,7284.687632,555,5614.836601,1970.930679,1415.930679,
22,5,1,Pred,Same,1461.869225,5207.988206,6642.500739,399,5180.631514,1434.512533,1035.512533,
22,5,1,Pred,Same,1706.298457,5258.141465,7199.214486,927,5492.91603,1941.073022,1014.073022,
22,5,1,Pred,Same,1489.72701,5369.231523,6598.85763,447,5109.130619,1229.626107,782.626107,
22,5,1,Pred,Same,1632.795295,5361.021621,7069.280983,948,5436.485688,1708.259362,760.259362,
22,5,1,Pred,Same,1495.082388,5556.124499,6659.081791,399,5163.999403,1102.957292,703.957292,
22,5,1,Pred,Same,1453.69191,5747.597898,7188.474184,742,5734.782274,1440.876286,698.876286,
22,5,1,Pred,Same,1645.013593,5392.871284,7405.841488,1329,5760.827894,2012.970204,683.970204,
22,5,1,Pred,Same,1460.239435,5410.185436,7162.584184,1153,5702.344749,1752.398748,599.398748,
22,5,1,Pred,Same,1498.799914,5459.064453,6719.802341,707,5221.002427,1260.737888,553.737888,
22,5,1,Pred,Same,1646.852271,5262.562322,6436.949618,647,4790.097346,1174.387295,527.387295,
22,5,1,Pred,Same,1662.098648,5276.536773,6555.14053,824,4893.041882,1278.603757,454.603757,
22,5,1,Pred,Same,1663.117513,5275.99689,6484.398994,810,4821.281481,1208.402104,398.402104,
22,5,1,Pred,Same,1437.871144,5401.634147,6510.811395,775,5072.940251,1109.177249,334.177249,
22,5,1,Pred,Same,1504.923297,5425.238358,6536.781332,788,5031.858034,1111.542974,323.542974,
22,5,1,Pred,Same,1475.327149,5490.54383,7081.630785,1269,5606.303636,1591.086955,322.086955,
22,5,1,Pred,Same,1657.929589,5437.232117,6428.673115,681,4770.743525,991.440998,310.440998,
22,5,1,Pred,Same,1494.103516,5415.036379,6631.370965,1009,5137.267449,1216.334586,207.334586,
22,5,1,Pred,Same,1481.654596,5294.162315,6088.384967,715,4606.730371,794.222653,79.222653,
22,5,1,Pred,Same,1498.336708,5318.341002,10379.25918,891,8880.922468,5060.918174,0,
23,5,1,Pred,Same,1492.244404,5552.972443,7422.2399,399,5929.995496,1869.267457,1470.267457,
23,5,1,Pred,Same,1460.32139,5423.171473,7223.191042,775,5762.869653,1800.019569,1025.019569,
23,5,1,Pred,Same,1488.570598,5438.58671,7377.154988,1009,5888.58439,1938.568278,929.568278,
23,5,1,Pred,Same,1633.067457,5250.270596,6821.634031,647,5188.566574,1571.363436,924.363436,
23,5,1,Pred,Same,1474.513254,5353.10303,6647.929147,447,5173.415893,1294.826117,847.826117,
23,5,1,Pred,Same,1669.364786,5322.095789,6637.761347,555,4968.396561,1315.665558,760.665558,
23,5,1,Pred,Same,1497.780591,5458.086342,6619.405668,707,5121.625078,1161.319326,454.319326,
23,5,1,Pred,Same,1488.522884,5780.661569,6816.188491,742,5327.665607,1035.526921,293.526921,
23,5,1,Pred,Same,1629.392376,5242.990571,6329.933649,810,4700.541273,1086.943078,276.943078,
23,5,1,Pred,Same,1476.541333,5490.799409,6993.658853,1269,5517.11752,1502.859444,233.859444,
23,5,1,Pred,Same,1644.171083,5390.737012,6953.044148,1329,5308.873064,1562.307136,233.307136,
23,5,1,Pred,Same,1641.826283,5452.629577,6353.143727,681,4711.317444,900.51415,219.51415,
23,5,1,Pred,Same,1466.300232,5416.500989,6774.192155,1153,5307.891923,1357.691165,204.691165,
23,5,1,Pred,Same,1497.019495,5313.189458,6364.550318,891,4867.530824,1051.36086,160.36086,
23,5,1,Pred,Same,1638.818805,5267.626063,6185.57114,824,4546.752336,917.945077,93.945077,
23,5,1,Pred,Same,1635.988336,5248.652106,6268.647535,927,4632.6592,1019.99543,92.99543,
23,5,1,Pred,Same,1438.419507,5391.86493,7176.66427,1768,5738.244763,1784.799341,16.799341,
23,5,1,Pred,Same,1692.849681,5399.385869,6337.618549,948,4644.768868,938.23268,-9.76732,
24,5,1,Pred,Same,1489.768435,5521.057974,8787.935757,810,7298.167322,3266.877783,,
24,5,1,Pred,Same,1707.428917,5430.489469,7700.412818,775,5992.983901,2269.923349,1494.923349,
24,5,1,Pred,Same,1726.92261,5341.496652,7142.791233,555,5415.868623,1801.29458,1246.29458,
24,5,1,Pred,Same,1652.257971,5261.702508,7215.483754,927,5563.225782,1953.781246,1026.781246,
24,5,1,Pred,Same,1475.762046,5360.430447,6609.003804,681,5133.241758,1248.573356,567.573356,
24,5,1,Pred,Same,1642.719124,5372.415294,6673.68716,948,5030.968036,1301.271866,353.271866,
24,5,1,Pred,Same,1497.523157,5769.003411,6756.020464,742,5258.497307,987.017053,245.017053,
24,5,1,Pred,Same,1484.549981,5453.964643,6569.53009,1009,5084.980109,1115.565447,106.565447,
24,5,1,Pred,Same,1642.759564,5271.273652,6108.513036,824,4465.753472,837.239384,13.239384,
24,5,1,Pred,Same,1493.02604,5554.131701,9673.252099,399,8180.226059,4119.120397,0,
24,5,1,Pred,Same,1475.81125,5472.739983,6409.328955,1269,4933.517704,936.588972,-332.411028,
25,5,1,Pred,Same,1626.487213,5352.322904,9025.840412,1329,7399.353199,3673.517508,,
25,5,1,Pred,Same,1486.692085,5306.687017,8173.851182,891,6687.159097,2867.164165,1976.164165,
25,5,1,Pred,Same,1659.977998,5470.424946,8095.352241,681,6435.374242,2624.927295,1943.927295,
25,5,1,Pred,Same,1462.724936,5479.768885,8060.018781,1269,6597.293846,2580.249897,1311.249897,
25,5,1,Pred,Same,1473.287309,5423.225634,7308.635819,1153,5835.34851,1885.410185,732.410185,
25,5,1,Pred,Same,1452.575786,5418.912875,6897.583186,775,5445.0074,1478.670311,703.670311,
25,5,1,Pred,Same,1617.334842,5229.472051,6700.428965,810,5083.094123,1470.956913,660.956913,
25,5,1,Pred,Same,1469.050436,5420.788165,7063.127056,1009,5594.07662,1642.33889,633.33889,
25,5,1,Pred,Same,1467.993891,5345.907354,6315.388331,447,4847.394441,969.480977,522.480977,
25,5,1,Pred,Same,1622.545221,5296.543962,6324.028257,555,4701.483036,1027.484295,472.484295,
25,5,1,Pred,Same,1614.237892,5229.454886,6619.46839,927,5005.230499,1390.013504,463.013504,
25,5,1,Pred,Same,1692.572917,5653.850016,6753.610676,707,5061.037759,1099.760661,392.760661,
25,5,1,Pred,Same,1614.109951,5232.023415,6268.772694,647,4654.662742,1036.749279,389.749279,
25,5,1,Pred,Same,1445.636261,5399.292121,7516.188111,1768,6070.551851,2116.89599,348.89599,
25,5,1,Pred,Same,1458.457058,5543.002389,6281.251382,399,4822.794325,738.248993,339.248993,
25,5,1,Pred,Same,1467.626688,5737.824926,6486.771081,742,5019.144393,748.946155,6.946155,
25,5,1,Pred,Same,1621.543024,5245.763027,6068.057607,824,4446.514583,822.29458,-1.70542,
25,5,1,Pred,Same,1622.67094,5351.317968,6162.524643,948,4539.853703,811.206675,-136.793325,
26,5,1,Pred,Same,1482.881558,5753.598269,8153.556239,742,6670.674681,2399.95797,1657.95797,
26,5,1,Pred,Same,1482.96564,5433.286982,7927.285451,1153,6444.319811,2493.998469,1340.998469,
26,5,1,Pred,Same,1664.797749,5280.366105,6978.062057,647,5313.264308,1697.695953,1050.695953,
26,5,1,Pred,Same,1470.154817,5432.164934,7217.072607,775,5746.91779,1784.907674,1009.907674,
26,5,1,Pred,Same,1468.664802,5429.34353,6800.783035,707,5332.118233,1371.439504,664.439504,
26,5,1,Pred,Same,1657.404007,5269.035673,6761.346113,927,5103.942106,1492.310441,565.310441,
26,5,1,Pred,Same,1669.351767,5282.915463,6448.583279,810,4779.231512,1165.667816,355.667816,
26,5,1,Pred,Same,1497.600106,5556.736058,6305.679853,399,4808.079747,748.943795,349.943795,
26,5,1,Pred,Same,1489.821347,5506.332623,7077.88281,1269,5588.061463,1571.550188,302.550188,
26,5,1,Pred,Same,1556.390442,5368.690748,6545.484818,891,4989.094375,1176.794069,285.794069,
26,5,1,Pred,Same,1666.475903,5295.347872,6373.575634,824,4707.099731,1078.227761,254.227761,
26,5,1,Pred,Same,1627.297011,5436.901507,6297.769388,681,4670.472377,860.867881,179.867881,
26,5,1,Pred,Same,1670.590812,5343.811346,5948.294537,555,4277.703725,604.483191,49.483191,
26,5,1,Pred,Same,1476.834946,5380.227402,11433.97526,447,9957.140313,6053.747857,0,
26,5,1,Pred,Same,1473.734711,5422.197514,6403.941155,1009,4930.206444,981.743641,-27.256359,
26,5,1,Pred,Same,1647.358201,5392.784528,6600.234619,1329,4952.876418,1207.450091,-121.549909,
26,5,1,Pred,Same,1638.247799,5364.2005,6076.456937,948,4438.209139,712.256437,-235.743563,
27,5,1,Pred,Same,1477.444015,5439.729094,8066.997748,707,6589.553732,2627.268654,1920.268654,
27,5,1,Pred,Same,1657.204612,5450.719719,7822.58177,681,6165.377158,2371.862051,1690.862051,
27,5,1,Pred,Same,1485.043466,5303.339206,7550.470484,891,6065.427018,2247.131277,1356.131277,
27,5,1,Pred,Same,1451.919161,5512.401091,7203.906566,399,5751.987405,1691.505475,1292.505475,
27,5,1,Pred,Same,1491.153139,5760.871361,7533.140804,742,6041.987665,1772.269443,1030.269443,
27,5,1,Pred,Same,1627.388984,5245.240982,6763.483531,647,5136.094547,1518.242549,871.2425494,
27,5,1,Pred,Same,1662.22762,5312.158976,6617.314086,555,4955.086466,1305.155111,750.1551106,
27,5,1,Pred,Same,1477.07768,5427.607876,7242.344928,1153,5765.267248,1814.737051,661.7370514,
27,5,1,Pred,Same,1651.055521,5244.588891,6706.508482,810,5055.45296,1461.91959,651.9195902,
27,5,1,Pred,Same,1477.467933,5443.720732,7085.931197,1009,5608.463264,1642.210464,633.2104644,
27,5,1,Pred,Same,1637.653895,5250.020043,6802.207218,927,5164.553323,1552.187175,625.1871755,
27,5,1,Pred,Same,1668.602834,5371.608453,6802.658749,948,5134.055915,1431.050295,483.0502954,
27,5,1,Pred,Same,1647.910414,5378.22079,7161.653626,1329,5513.743212,1783.432836,454.4328359,
27,5,1,Pred,Same,1496.545791,5509.926698,7146.168265,1269,5649.622475,1636.241568,367.2415678,
27,5,1,Pred,Same,1440.471546,5403.867176,8446.105052,775,7005.633507,3042.237877,0,
28,5,1,Pred,Same,1667.834691,5278.348896,7202.159611,810,5534.324919,1923.810715,1113.810715,
28,5,1,Pred,Same,1647.814023,5431.711908,7210.723982,681,5562.909959,1779.012074,1098.012074,
28,5,1,Pred,Same,1600.912541,5272.965749,6354.135582,555,4753.223041,1081.169832,526.1698325,
28,5,1,Pred,Same,1489.015161,5328.943374,6743.700209,891,5254.685048,1414.756835,523.7568351,
28,5,1,Pred,Same,1442.880804,5526.284736,6369.076305,399,4926.195502,842.7915695,443.7915695,
28,5,1,Pred,Same,1645.228238,5247.592052,6275.365142,824,4630.136904,1027.77309,203.7730896,
28,5,1,Pred,Same,1461.699432,5409.277005,6581.356588,1009,5119.657156,1172.079583,163.0795826,
28,5,1,Pred,Same,1468.868329,5738.89633,6638.032168,742,5169.163839,899.1358378,157.1358378,
28,5,1,Pred,Same,1648.811101,5257.769584,6303.820204,927,4655.009103,1046.050621,119.0506208,
28,5,1,Pred,Same,1483.857207,5498.723326,6805.275481,1269,5321.418275,1306.552155,37.5521552,
29,5,1,Pred,Same,1467.727743,5212.905643,6520.566312,399,5052.838569,1307.660669,908.6606688,
29,5,1,Pred,Same,1493.091144,5552.997462,6740.182102,399,5247.090958,1187.18464,788.1846399,
29,5,1,Pred,Same,1606.261007,5197.976803,6674.397906,810,5068.136899,1476.421103,666.4211031,
29,5,1,Pred,Same,1460.581054,5424.659605,6734.780647,775,5274.199593,1310.121042,535.1210422,
29,5,1,Pred,Same,1686.350603,5323.299233,6406.028025,555,4719.677422,1082.728791,527.7287915,
29,5,1,Pred,Same,1484.562239,5452.930549,7060.755711,1153,5576.193472,1607.825161,454.8251613,
29,5,1,Pred,Same,1660.681479,5272.548429,6421.240949,824,4760.55947,1148.692519,324.6925195,
29,5,1,Pred,Same,1481.183874,5354.066179,6086.128727,447,4604.944854,732.0625486,285.0625486,
29,5,1,Pred,Same,1492.369947,5505.134909,7057.236182,1269,5564.866235,1552.101273,283.1012727,
29,5,1,Pred,Same,1460.06213,5419.861064,6380.071512,707,4920.009382,960.2104477,253.2104477,
29,5,1,Pred,Same,1649.368811,5256.64139,6409.383967,927,4760.015156,1152.742577,225.7425769,
29,5,1,Pred,Same,1691.972473,5260.487493,6117.082759,647,4425.110286,856.5952658,209.5952658,
29,5,1,Pred,Same,1478.109659,5436.445409,7401.770012,1768,5923.660352,1965.324603,197.3246027,
29,5,1,Pred,Same,1610.596553,5199.903863,5918.674857,539,4308.078305,718.7709944,179.7709944,
29,5,1,Pred,Same,1496.114281,5764.772509,6652.998575,742,5156.884294,888.2260665,146.2260665,
29,5,1,Pred,Same,1662.000482,5393.152376,6864.134974,1329,5202.134492,1470.982598,141.982598,
29,5,1,Pred,Same,1489.469303,5434.032715,6561.679249,1009,5072.209946,1127.646534,118.6465338,
29,5,1,Pred,Same,1608.281671,5416.178551,6211.559999,681,4603.278327,795.3814475,114.3814475,
29,5,1,Pred,Same,1658.253634,5384.534888,6400.022401,948,4741.768767,1015.487512,67.48751248,
29,5,1,Pred,Same,1497.327312,5320.052632,8918.821722,891,7421.49441,3598.76909,0,
30,5,1,Pred,Same,1494.843418,5556.367516,7081.590942,399,5586.747524,1525.223426,1126.223426,
30,5,1,Pred,Same,1668.562608,5338.158045,6978.157431,555,5309.594823,1639.999386,1084.999386,
30,5,1,Pred,Same,1460.365974,5381.119641,7110.36078,788,5649.994806,1729.241139,941.241139,
30,5,1,Pred,Same,1474.731059,5353.563758,6677.79557,447,5203.064511,1324.231812,877.231812,
30,5,1,Pred,Same,1661.411572,5291.649113,6952.881315,824,5291.469743,1661.232201,837.232201,
30,5,1,Pred,Same,1479.167275,5225.066603,6374.481013,399,4895.313738,1149.41441,750.41441,
30,5,1,Pred,Same,1470.539178,5464.626654,7172.015018,959,5701.475841,1707.388364,748.388364,
30,5,1,Pred,Same,1484.092064,5320.913605,6864.204229,863,5380.112165,1543.290624,680.290624,
30,5,1,Pred,Same,1469.140947,5283.581115,6655.66035,715,5186.519403,1372.079235,657.079235,
30,5,1,Pred,Same,1467.069653,5429.778511,7233.585433,1153,5766.51578,1803.806922,650.806922,
30,5,1,Pred,Same,1665.074575,5281.611878,6490.478853,647,4825.404278,1208.866976,561.866976,
30,5,1,Pred,Same,1659.367279,5213.900223,6276.323213,539,4616.955934,1062.422991,523.422991,
30,5,1,Pred,Same,1651.098423,5260.907636,6587.875444,810,4936.777022,1326.967809,516.967809,
30,5,1,Pred,Same,1659.623884,5465.162528,6619.372849,681,4959.748965,1154.21032,473.21032,
30,5,1,Pred,Same,1482.413843,5443.151421,6619.242961,707,5136.829118,1176.09154,469.09154,
30,5,1,Pred,Same,1460.384658,5416.250389,7577.043259,1768,6116.658602,2160.79287,392.79287,
30,5,1,Pred,Same,1475.687998,5491.731239,7144.95086,1269,5669.262862,1653.21962,384.21962,
30,5,1,Pred,Same,1519.015537,5787.338698,6909.196813,742,5390.181276,1121.858115,379.858115,
30,5,1,Pred,Same,1496.230395,5314.860037,6585.617405,891,5089.387011,1270.757368,379.757368,
30,5,1,Pred,Same,1643.808703,5250.978105,6491.547659,927,4847.738956,1240.569554,313.569554,
30,5,1,Pred,Same,1662.653176,5386.895233,6772.407849,1329,5109.754673,1385.512616,56.512616,
1,5,2,Unpred,Same,1663.481567,5370.28958,7295.979235,804,5632.497667,1925.689654,1121.689654,No
1,5,2,Unpred,Same,1634.760796,5359.299794,7642.958742,1302,6008.197946,2283.658948,981.658948,No
1,5,2,Unpred,Same,1484.810032,5126.162183,6643.82389,572,5159.013858,1517.661707,945.661707,No
1,5,2,Unpred,Same,1478.522786,5344.614285,6806.732416,558,5328.209631,1462.118131,904.118131,No
1,5,2,Unpred,Same,1512.975277,5179.133835,6854.148363,980,5341.173086,1675.014528,695.014528,No
1,5,2,Unpred,Same,1481.993783,5265.348428,6507.447459,553,5025.453676,1242.099031,689.099031,No
1,5,2,Unpred,Same,1493.751018,5193.887317,6248.330303,445,4754.579285,1054.442987,609.442987,No
1,5,2,Unpred,Same,1669.567207,5225.652687,6415.470761,651,4745.903554,1189.818074,538.818074,No
1,5,2,Unpred,Same,1501.746432,5425.287538,6676.495528,725,5174.749096,1251.20799,526.20799,No
1,5,2,Unpred,Same,1477.448887,5331.575263,6704.580192,923,5227.131305,1373.004929,450.004929,No
1,5,2,Unpred,Same,1506.609666,5284.965526,6217.125689,551,4710.516022,932.160163,381.160163,No
1,5,2,Unpred,Same,1491.255981,5439.090171,6966.620737,1177,5475.364756,1527.530566,350.530566,No
1,5,2,Unpred,Same,1490.736317,5428.605299,6608.6833,860,5117.946983,1180.078001,320.078001,No
1,5,2,Unpred,Same,1466.701572,5607.816489,7152.937003,1229,5686.23543,1545.120514,316.120514,No
1,5,2,Unpred,Same,1648.073696,5356.918448,6707.693502,1108,5059.619806,1350.775054,242.775054,No
1,5,2,Unpred,Same,1484.183785,5574.817704,7065.313052,1273,5581.129267,1490.495348,217.495348,No
1,5,2,Unpred,Same,1475.940647,5553.073145,6283.641354,531,4807.700707,730.568209,199.568209,No
1,5,2,Unpred,Same,1501.785146,5353.339482,8530.356895,595,7028.57175,3177.017414,0,Yes
2,5,2,Unpred,Same,1491.571646,5415.206594,8424.526737,860,6932.955091,3009.320143,,No
2,5,2,Unpred,Same,1474.374234,5360.624731,7563.280634,595,6088.906399,2202.655903,1607.655903,No
2,5,2,Unpred,Same,1478.9037,5266.971267,6998.808787,551,5519.905087,1731.83752,1180.83752,No
2,5,2,Unpred,Same,1657.773004,5565.964396,7378.173788,739,5720.400784,1812.209392,1073.209392,No
2,5,2,Unpred,Same,1463.304283,5261.090101,6757.344979,553,5294.040695,1496.254878,943.254878,No
2,5,2,Unpred,Same,1483.690627,5646.352797,7543.32978,1229,6059.639153,1896.976983,667.976983,No
2,5,2,Unpred,Same,1498.327431,5199.878897,6248.330303,445,4750.002872,1048.451407,603.451407,No
2,5,2,Unpred,Same,1498.469767,5600.617436,6658.187439,469,5159.717673,1057.570003,588.570003,No
2,5,2,Unpred,Same,1653.697789,5215.771107,6415.470761,651,4761.772972,1199.699654,548.699654,No
2,5,2,Unpred,Same,1485.422566,5414.366554,6676.495528,725,5191.072962,1262.128973,537.128973,No
2,5,2,Unpred,Same,1474.184879,5345.064402,6425.885606,558,4951.700727,1080.821204,522.821204,No
2,5,2,Unpred,Same,1433.628201,5486.863617,6487.316188,531,5053.687987,1000.452571,469.452571,No
2,5,2,Unpred,Same,1501.499387,5334.23524,6704.580192,923,5203.080805,1370.344952,447.344952,No
2,5,2,Unpred,Same,1634.84844,5366.439791,6612.165646,861,4977.317206,1245.725855,384.725855,No
2,5,2,Unpred,Same,1657.628123,5351.392654,6838.118471,1108,5180.490348,1486.725817,378.725817,No
2,5,2,Unpred,Same,1482.439282,5168.278566,6524.756371,980,5042.317089,1356.477806,376.477806,No
2,5,2,Unpred,Same,1478.088627,5120.621848,6030.123932,572,4552.035305,909.502084,337.502084,No
2,5,2,Unpred,Same,1653.277176,5388.252149,7013.241261,1302,5359.964085,1624.989112,322.989112,No
2,5,2,Unpred,Same,1481.100262,5566.964435,7065.313052,1273,5584.21279,1498.348617,225.348617,No
2,5,2,Unpred,Same,1639.457151,5361.948529,7295.979235,804,5656.522084,1934.030706,0,No
2,5,2,Unpred,Same,1492.577824,5438.442952,8896.798246,1177,7404.220422,3458.355294,0,No
2,5,2,Unpred,Same,1666.380141,5416.662859,9705.916482,922,8039.53634,4289.253623,0,No
2,5,2,Unpred,Same,1465.165812,5410.704884,9965.630892,931,8500.46508,4554.926007,0,No
4,5,2,Unpred,Same,1463.714834,5475.226084,7259.821876,531,5796.107042,1784.595792,1253.595792,
4,5,2,Unpred,Same,1468.759483,5246.916943,7047.718627,551,5578.959144,1800.801684,1249.801684,
4,5,2,Unpred,Same,1486.038631,5596.659676,7952.05543,1273,6466.016799,2355.395755,1082.395755,
4,5,2,Unpred,Same,1669.706546,5375.490563,7564.508938,1108,5894.802393,2189.018375,1081.018375,
4,5,2,Unpred,Same,1701.6745,5574.361953,7346.43148,739,5644.75698,1772.069527,1033.069527,
4,5,2,Unpred,Same,1644.531446,5196.27655,6837.380431,651,5192.848986,1641.103881,990.103881,
4,5,2,Unpred,Same,1498.50757,5134.027433,6647.356981,572,5148.849411,1513.329547,941.329547,
4,5,2,Unpred,Same,1502.105662,5200.996121,6438.671006,445,4936.565343,1237.674885,792.674885,
4,5,2,Unpred,Same,1628.333938,5345.523441,6829.875274,861,5201.541335,1484.351833,623.351833,
4,5,2,Unpred,Same,1478.935903,5309.627273,6664.500525,923,5185.564622,1354.873251,431.873251,
4,5,2,Unpred,Same,1477.653832,5631.762427,7208.616723,1229,5730.962891,1576.854296,347.854296,
4,5,2,Unpred,Same,1476.049594,5156.872586,6407.117334,980,4931.067741,1250.244748,270.244748,
4,5,2,Unpred,Same,1638.810334,5367.184,6906.497193,1302,5267.686859,1539.313193,237.313193,
4,5,2,Unpred,Same,1490.578723,5409.598752,11793.84748,860,10303.26876,6384.24873,0,
4,5,2,Unpred,Same,1491.505905,5348.307063,10954.8602,595,9463.354298,5606.55314,0,
5,5,2,Unpred,Same,1472.594893,5259.769004,6898.128477,551,5425.533584,1638.359473,1087.359473,
5,5,2,Unpred,Same,1499.888582,5431.716156,7152.830122,725,5652.94154,1721.113966,996.113966,
5,5,2,Unpred,Same,1393.988716,5426.656932,6914.568944,595,5520.580228,1487.912011,892.912011,
5,5,2,Unpred,Same,1479.621775,5388.671065,6806.791794,860,5327.17002,1418.120729,558.120729,
5,5,2,Unpred,Same,1463.343464,5251.877429,6346.624191,553,4883.280727,1094.746763,541.746763,
5,5,2,Unpred,Same,1738.081129,5427.889601,7029.50081,1108,5291.419681,1601.611209,493.611209,
5,5,2,Unpred,Same,1504.232318,5216.229474,6135.885586,445,4631.653267,919.656112,474.656112,
5,5,2,Unpred,Same,1682.272249,5379.337135,7150.256394,1302,5467.984145,1770.919259,468.919259,
5,5,2,Unpred,Same,1476.321177,5345.822587,6368.182344,558,4891.861168,1022.359757,464.359757,
5,5,2,Unpred,Same,1484.6417,5576.502483,7264.086913,1273,5779.445212,1687.584429,414.584429,
