Subj,Age Group,Condition,Pred,Match,Start Time,Onset of 1st syllable in character name ,Time to respond ,NameLength,Start time - time to respond,Onset of 1st syllable - time to respond,RT,Response?
31,3,1,Pred,Same,1467.448888,5528.143999,6769.623636,399,5302.174748,1241.479638,842.4796379,y
31,3,1,Pred,Same,1461.613456,5425.145249,6798.702329,775,5337.088873,1373.55708,598.55708,y
31,3,1,Pred,Same,1480.19214,5750.341247,7010.495486,742,5530.303346,1260.154239,518.1542389,y
31,3,1,Pred,Same,1506.995367,5326.513783,6702.317687,891,5195.322321,1375.803904,484.8039044,y
31,3,1,Pred,Same,1670.5818,5284.142129,6428.993724,810,4758.411925,1144.851595,334.8515951,y
31,3,1,Pred,Same,1629.126926,5240.699207,6438.372848,927,4809.245921,1197.67364,270.6736404,y
31,3,1,Pred,Same,1494.159035,5508.493129,6984.145951,1269,5489.986916,1475.652822,206.652822,y
31,3,1,Pred,Same,1612.326706,5366.17212,6448.400148,948,4836.073442,1082.228029,134.2280286,y
31,3,1,Pred,Same,1668.791836,5298.206206,6253.840095,824,4585.048258,955.6338881,131.6338881,y
32,3,1,Pred,Same,1486.440738,5547.09921,7773.058001,399,6286.617262,2225.958791,1826.958791,y
32,3,1,Pred,Same,1584.394163,5453.530132,6546.986652,681,4962.592488,1093.45652,412.4565202,y
32,3,1,Pred,Same,1689.77552,5300.183238,6451.466277,927,4761.690757,1151.283039,224.2830395,y
32,3,1,Pred,Same,1684.942306,5318.009769,6077.442368,555,4392.500061,759.4325984,204.4325984,y
32,3,1,Pred,Same,1682.445577,5287.545923,6234.970335,824,4552.524758,947.4244126,123.4244126,y
32,3,1,Pred,Same,1585.465574,5420.238686,6422.235415,891,4836.769842,1001.996729,110.9967293,y
32,3,1,Pred,Same,1503.341204,5511.20398,6890.746241,1269,5387.405037,1379.542261,110.5422607,n
32,3,1,Pred,Same,1482.206003,5443.820598,6317.664087,775,4835.458084,873.8434891,98.84348912,y
32,3,1,Pred,Same,1630.464144,5270.415374,6149.739579,810,4519.275435,879.3242059,69.32420593,n
32,3,1,Pred,Same,1607.158296,5355.29784,6360.950922,948,4753.792626,1005.653081,57.6530813,y
32,3,1,Pred,Same,1473.312024,5427.56567,6406.766456,1009,4933.454433,979.2007862,-29.79921379,y
33,3,1,Pred,Same,1657.366957,5328.614799,7908.815087,555,6251.448131,2580.200288,,y
33,3,1,Pred,Same,1489.075853,5448.840544,8014.88222,707,6525.806368,2566.041677,1859.041677,y
33,3,1,Pred,Same,1493.932955,5458.314718,7750.851493,775,6256.918538,2292.536775,1517.536775,y
33,3,1,Pred,Same,1661.398691,5276.967437,7445.512022,810,5784.113331,2168.544585,1358.544585,y
33,3,1,Pred,Same,1643.884953,5372.012972,7273.324283,948,5629.43933,1901.31131,953.3113104,y
33,3,1,Pred,Same,1496.776791,5315.354578,7120.068101,891,5623.29131,1804.713523,913.7135232,y
33,3,1,Pred,Same,1665.440571,5283.305101,6749.063052,647,5083.622482,1465.757952,818.7579518,y
33,3,1,Pred,Same,1661.844458,5409.753556,7538.086804,1329,5876.242346,2128.333248,799.3332479,y
33,3,1,Pred,Same,1481.911654,5543.966188,6583.764898,399,5101.853245,1039.798711,640.7987108,y
33,3,1,Pred,Same,1495.981776,5375.129594,6368.082438,447,4872.100663,992.9528437,545.9528437,y
33,3,1,Pred,Same,1492.696662,5441.935797,7080.921871,1153,5588.225209,1638.986074,485.9860739,y
33,3,1,Pred,Same,1664.598485,5254.686292,6641.003567,927,4976.405083,1386.317276,459.3172756,y
33,3,1,Pred,Same,1496.323337,5511.230158,7220.469954,1269,5724.146617,1709.239796,440.2397958,y
33,3,1,Pred,Same,1474.748607,5420.997487,6864.646218,1009,5389.897611,1443.648731,434.6487314,y
33,3,1,Pred,Same,1650.625004,5459.399178,6535.961584,681,4885.33658,1076.562406,395.5624063,y
33,3,1,Pred,Same,1481.188833,5436.476217,7575.246703,1768,6094.05787,2138.770486,370.770486,y
33,3,1,Pred,Same,1519.579403,5786.756425,6882.002472,742,5362.423069,1095.246046,353.2460464,y
33,3,1,Pred,Same,1667.281957,5294.972089,6397.386504,824,4730.104547,1102.414415,278.4144151,y
34,3,1,Pred,Same,1496.059488,5555.729657,8275.110349,399,6779.050861,2719.380692,,y
34,3,1,Pred,Same,1506.626851,5314.974815,8448.345939,891,6941.719088,3133.371124,,y
34,3,1,Pred,Same,1474.105915,5434.841788,7838.889642,707,6364.783727,2404.047854,1697.047854,y
34,3,1,Pred,Same,1469.322168,5736.875661,7871.980268,742,6402.6581,2135.104606,1393.104606,y
34,3,1,Pred,Same,2021.213007,5280.07801,7042.308185,555,5021.095178,1762.230175,1207.230175,y
34,3,1,Pred,Same,1682.187218,5260.377911,7074.145618,647,5391.9584,1813.767708,1166.767708,y
34,3,1,Pred,Same,1631.634176,5251.536267,6954.217784,810,5322.583608,1702.681517,892.6815173,y
34,3,1,Pred,Same,1604.305549,5414.295872,6906.794036,681,5302.488487,1492.498164,811.4981642,y
34,3,1,Pred,Same,1463.072267,5386.884161,6907.229834,1153,5444.157567,1520.345673,367.3456733,y
34,3,1,Pred,Same,1467.008799,5413.932772,6779.708676,1009,5312.699877,1365.775904,356.7759042,y
34,3,1,Pred,Same,1653.890173,5248.365748,6353.890714,824,4700.000541,1105.524966,281.5249663,y
34,3,1,Pred,Same,1641.14172,5395.897802,6544.886258,948,4903.744538,1148.988455,200.9884554,y
35,3,1,Pred,Same,1631.855473,5441.313166,7835.002464,681,6203.146991,2393.689298,1712.689298,n
35,3,1,Pred,Same,1463.167444,5432.59772,7422.403721,775,5959.236277,1989.806001,1214.806001,y
35,3,1,Pred,Same,1646.655586,5257.939208,7316.732169,927,5670.076583,2058.79296,1131.79296,y
35,3,1,Pred,Same,1511.49446,5782.37985,7365.874411,742,5854.379951,1583.494561,841.4945606,y
35,3,1,Pred,Same,1653.477148,5258.34767,6447.411551,824,4793.934403,1189.063881,365.0638809,y
35,3,1,Pred,Same,1664.899162,5272.066377,6327.508583,810,4662.609421,1055.442205,245.4422055,y
35,3,1,Pred,Same,1479.505096,5323.844555,6420.891621,891,4941.386525,1097.047066,206.0470661,y
35,3,1,Pred,Same,1660.86675,5334.483126,6045.732832,555,4384.866082,711.2497064,156.2497064,y
35,3,1,Pred,Same,1483.550361,5498.988242,6905.351188,1269,5421.800827,1406.362946,137.3629463,y
35,3,1,Pred,Same,1451.246169,5396.851954,6432.683112,1009,4981.436943,1035.831157,26.83115748,y
36,3,1,Pred,Same,1487.243543,5779.843724,7789.057035,742,6301.813492,2009.213311,1267.213311,
36,3,1,Pred,Same,1656.083021,5274.623224,7245.729378,824,5589.646357,1971.106154,1147.106154,
36,3,1,Pred,Same,1490.519185,5369.38091,6921.343117,447,5430.823931,1551.962207,1104.962207,
36,3,1,Pred,Same,1487.188126,5463.190696,7292.879618,1009,5805.691492,1829.688923,820.6889228,
36,3,1,Pred,Same,1481.258101,5558.436579,6753.69737,399,5272.439268,1195.260791,796.2607909,
36,3,1,Pred,Same,1442.166392,5279.567698,6924.995396,891,5482.829004,1645.427698,754.4276979,
36,3,1,Pred,Same,1573.570843,5229.198377,6359.12111,647,4785.550268,1129.922734,482.9227337,
36,3,1,Pred,Same,1728.516974,5342.710541,6380.541239,555,4652.024265,1037.830698,482.830698,
36,3,1,Pred,Same,1702.096713,5276.087972,6684.792138,927,4982.695425,1408.704166,481.7041658,
36,3,1,Pred,Same,1665.43656,5252.846663,6643.434492,948,4977.997932,1390.587829,442.5878291,
36,3,1,Pred,Same,1465.64322,5480.228169,7015.712659,1269,5550.069439,1535.48449,266.4844905,
36,3,1,Pred,Same,1460.960146,5505.683758,10386.22034,1153,8925.260194,4880.536582,0,
36,3,1,Pred,Same,1616.495715,5368.310457,8773.291826,1329,7156.796111,3404.981369,0,
38,3,1,Pred,Same,1653.684278,5263.020588,8134.791081,810,6481.106803,2871.770493,,y
38,3,1,Pred,Same,1647.685552,5436.925281,7463.064454,681,5815.378902,2026.139172,1345.139172,n
38,3,1,Pred,Same,1644.790228,5254.711312,7413.234453,927,5768.444226,2158.523141,1231.523141,y
38,3,1,Pred,Same,1496.42765,5318.802114,7431.353916,891,5934.926266,2112.551801,1221.551801,y
38,3,1,Pred,Same,1474.29344,5768.398769,7604.541196,742,6130.247756,1836.142427,1094.142427,y
38,3,1,Pred,Same,1512.210358,5572.985575,6872.789065,399,5360.578707,1299.80349,900.8034903,y
38,3,1,Pred,Same,1473.347255,5512.76504,7642.007359,1269,6168.660104,2129.242319,860.2423189,y
38,3,1,Pred,Same,1493.73476,5444.496631,7174.462676,1009,5680.727917,1729.966045,720.9660447,y
38,3,1,Pred,Same,1630.418531,5300.652759,6405.424482,555,4775.005951,1104.771723,549.7717233,y
38,3,1,Pred,Same,1451.844713,5415.903229,6634.501569,775,5182.656857,1218.59834,443.5983404,y
38,3,1,Pred,Same,1651.639141,5383.281727,6703.066353,948,5051.427212,1319.784626,371.7846255,y
39,3,1,Pred,Same,1640.676549,5370.688026,7980.856185,948,6340.179636,2610.168158,1662.168158,
39,3,1,Pred,Same,1504.056267,5565.573608,7016.942101,399,5512.885834,1451.368493,1052.368493,
39,3,1,Pred,Same,1482.740601,5444.633028,7241.952079,775,5759.211478,1797.319052,1022.319052,
39,3,1,Pred,Same,1628.992737,5299.928844,6697.2367,555,5068.243963,1397.307856,842.3078563,
39,3,1,Pred,Same,1496.83693,5446.090168,7166.329589,1009,5669.492659,1720.239422,711.2394218,
39,3,1,Pred,Same,1639.743195,5250.403582,6824.767927,927,5185.024732,1574.364346,647.3643456,
39,3,1,Pred,Same,1625.292285,5433.983133,6536.087225,681,4910.79494,1102.104092,421.1040917,
39,3,1,Pred,Same,1642.645253,5272.090868,6431.17634,824,4788.531086,1159.085472,335.085472,
39,3,1,Pred,Same,1510.076713,5469.040762,8409.245318,707,6899.168606,2940.204556,0,
39,3,1,Pred,Same,1488.088841,5503.373379,6664.304832,1269,5176.215991,1160.931453,-108.0685471,
42,3,1,Pred,Same,1637.158195,5229.241513,7367.860682,927,5730.702487,2138.619169,1211.619169,
42,3,1,Pred,Same,1615.644466,5222.253992,7132.993601,824,5517.349135,1910.739609,1086.739609,
42,3,1,Pred,Same,1640.316417,5346.776741,6975.313208,948,5334.996792,1628.536467,680.5364674,
42,3,1,Pred,Same,1482.415209,5435.930529,7017.04823,1009,5534.633021,1581.117701,572.1177012,
42,3,1,Pred,Same,1653.062786,5240.580729,6461.342863,810,4808.280077,1220.762134,410.762134,
42,3,1,Pred,Same,1629.241915,5437.734626,6438.818382,681,4809.576467,1001.083756,320.0837558,
42,3,1,Pred,Same,1482.534429,5444.256725,6532.359513,775,5049.825084,1088.102788,313.1027879,
42,3,1,Pred,Same,1504.683465,5521.438276,6794.481583,1269,5289.798118,1273.043307,4.043307384,
43,3,1,Pred,Same,1682.143746,5271.821244,6773.10444,555,5090.960695,1501.283197,946.2831965,
43,3,1,Pred,Same,1442.315286,5734.983486,7377.278402,742,5934.963117,1642.294917,900.2949165,
43,3,1,Pred,Same,1642.959371,5452.815086,6910.038059,681,5267.078688,1457.222973,776.2229731,
43,3,1,Pred,Same,1620.82647,5233.467688,6495.582088,810,4874.755618,1262.1144,452.1144,
43,3,1,Pred,Same,1444.258659,5408.018953,6536.020824,775,5091.762165,1128.001871,353.0018708,
43,3,1,Pred,Same,1516.504449,5577.463372,6323.309448,399,4806.804999,745.8460757,346.8460757,
43,3,1,Pred,Same,1500.588416,5525.068223,6933.279145,1269,5432.690729,1408.210922,139.2109216,
43,3,1,Pred,Same,1659.897646,5270.191196,6210.246935,824,4550.349289,940.0557393,116.0557393,
43,3,1,Pred,Same,1617.143943,5227.677226,6244.56959,927,4627.425646,1016.892363,89.89236336,
43,3,1,Pred,Same,1482.806528,5304.604546,8288.973929,891,6806.167401,2984.369384,0,
44,3,1,Pred,Same,1644.265977,5260.945328,7785.772303,927,6141.506326,2524.826976,1597.826976,
44,3,1,Pred,Same,1646.831535,5453.207181,7651.933692,681,6005.102157,2198.726511,1517.726511,
44,3,1,Pred,Same,1477.631729,5539.520714,7017.831084,399,5540.199355,1478.31037,1079.31037,
44,3,1,Pred,Same,1637.601487,5309.239254,6836.577805,555,5198.976318,1527.338551,972.3385512,
44,3,1,Pred,Same,1488.943115,5783.216189,7076.635061,742,5587.691947,1293.418872,551.4188721,
44,3,1,Pred,Same,1521.259927,5534.266512,7267.567221,1269,5746.307294,1733.300709,464.3007093,
44,3,1,Pred,Same,1501.036967,5319.758544,6613.759375,891,5112.722409,1294.000831,403.0008313,
44,3,1,Pred,Same,1641.526591,5251.864506,6259.400965,810,4617.874374,1007.536459,197.5364586,
44,3,1,Pred,Same,1634.334626,5263.072666,6230.228226,824,4595.8936,967.1555602,143.1555602,
44,3,1,Pred,Same,1645.026832,5370.509351,6256.632351,948,4611.605519,886.1229999,-61.87700008,
46,3,1,Pred,Same,1651.33769,5285.261454,7120.59818,810,5469.260491,1835.336727,1025.336727,
46,3,1,Pred,Same,1646.01755,5375.1726,6971.918183,948,5325.900633,1596.745583,648.7455833,
46,3,1,Pred,Same,1519.816218,5580.699723,6611.630722,399,5091.814503,1030.930998,631.9309983,
46,3,1,Pred,Same,1476.287661,5440.169366,6763.857792,775,5287.570131,1323.688426,548.6884257,
46,3,1,Pred,Same,1649.123899,5455.048698,6630.096262,681,4980.972363,1175.047564,494.047564,
46,3,1,Pred,Same,1451.309314,5270.698268,6583.83309,891,5132.523776,1313.134821,422.1348215,
46,3,1,Pred,Same,1510.50679,5757.064939,6881.232447,742,5370.725658,1124.167508,382.167508,
46,3,1,Pred,Same,1639.529979,5278.83604,6089.403373,555,4449.873394,810.5673328,255.5673328,
46,3,1,Pred,Same,1669.353052,5258.193654,6311.330771,927,4641.977719,1053.137117,126.1371175,
46,3,1,Pred,Same,1679.284934,5274.761521,6201.05357,824,4521.768636,926.2920494,102.2920494,
46,3,1,Pred,Same,1504.402083,5456.447624,9724.599986,1009,8220.197903,4268.152362,0,
47,3,1,Pred,Same,1502.143182,5433.18968,8696.783008,1768,7194.639826,3263.593328,1495.593328,
47,3,1,Pred,Same,1641.650338,5315.013789,6568.586181,555,4926.935843,1253.572391,698.5723913,
47,3,1,Pred,Same,1452.51676,5270.723988,6850.550334,891,5398.033574,1579.826347,688.8263467,
47,3,1,Pred,Same,1497.353888,5558.918315,6605.662053,399,5108.308165,1046.743738,647.7437379,
47,3,1,Pred,Same,1494.384265,5443.649792,6914.660508,1009,5420.276243,1471.010717,462.010717,
47,3,1,Pred,Same,1697.530518,5257.926747,6536.164186,824,4838.633668,1278.237439,454.2374393,
47,3,1,Pred,Same,1649.749776,5248.175877,6342.493863,647,4692.744087,1094.317986,447.3179857,
47,3,1,Pred,Same,1487.282732,5436.731044,7010.142571,1153,5522.85984,1573.411528,420.4115276,
47,3,1,Pred,Same,1633.097394,5247.061553,6474.574758,810,4841.477364,1227.513204,417.5132045,
47,3,1,Pred,Same,1475.240646,5440.021032,6624.305839,775,5149.065193,1184.284806,409.2848065,
47,3,1,Pred,Same,1669.550851,5476.731294,6563.661379,681,4894.110528,1086.930085,405.9300845,
47,3,1,Pred,Same,1477.68654,5492.776127,7145.070853,1269,5667.384313,1652.294726,383.2947261,
47,3,1,Pred,Same,1490.573334,5783.259622,6896.930367,742,5406.357033,1113.670746,371.6707456,
47,3,1,Pred,Same,1519.429386,5480.136006,6504.168043,707,4984.738657,1024.032037,317.0320371,
47,3,1,Pred,Same,1665.69544,5253.891869,6434.962883,927,4769.267443,1181.071014,254.0710142,
47,3,1,Pred,Same,1646.234869,5376.287572,6371.12225,948,4724.887382,994.8346781,46.83467813,
1,3,2,Unpred,Same,1683.481736,5569.00106,8181.573335,739,6498.091599,2612.572275,1873.572275,No
1,3,2,Unpred,Same,1476.13399,5412.660448,7250.707789,931,5774.573799,1838.047341,907.0473409,No
1,3,2,Unpred,Same,1695.719142,5378.644251,7520.753753,1302,5825.034611,2142.109502,840.1095021,No
1,3,2,Unpred,Same,1464.613059,5467.619558,6731.684417,531,5267.071358,1264.064859,733.0648593,No
1,3,2,Unpred,Same,1446.921232,5084.36973,6236.502738,572,4789.581506,1152.133008,580.1330084,No
1,3,2,Unpred,Same,1631.670462,5191.384469,6404.663026,651,4772.992564,1213.278557,562.2785572,No
1,3,2,Unpred,Same,1484.034768,5595.281908,6585.425198,469,5101.390431,990.1432904,521.1432904,Yes
1,3,2,Unpred,Same,1493.386496,5148.208762,6535.502209,980,5042.115713,1387.293447,407.2934473,No
1,3,2,Unpred,Same,1461.597032,5332.724948,6216.586743,558,4754.989711,883.8617952,325.8617952,No
1,3,2,Unpred,Same,1441.382212,5236.214741,6115.071539,553,4673.689327,878.8567974,325.8567974,No
1,3,2,Unpred,Same,1621.596833,5354.041695,6538.273492,861,4916.67666,1184.231798,323.2317976,No
1,3,2,Unpred,Same,1445.225371,5274.618994,6501.594936,923,5056.369564,1226.975942,303.9759422,No
1,3,2,Unpred,Same,1463.679028,5378.556549,6408.787475,860,4945.108448,1030.230927,170.2309266,No
1,3,2,Unpred,Same,1482.518683,5425.146578,6682.830745,1177,5200.312062,1257.684167,80.68416713,No
1,3,2,Unpred,Same,1457.095733,5544.128544,6579.390159,1273,5122.294426,1035.261615,-237.738385,No
2,3,2,Unpred,Same,1501.395528,5429.138948,7062.720467,725,5561.324939,1633.581519,908.5815185,y
2,3,2,Unpred,Same,1479.424964,5177.822536,6266.871803,445,4787.446839,1089.049267,644.049267,n
2,3,2,Unpred,Same,1494.052679,5320.32941,6855.757141,923,5361.704462,1535.427731,612.4277313,n
2,3,2,Unpred,Same,1480.171343,5268.48408,6233.796438,553,4753.625095,965.3123573,412.3123573,n
2,3,2,Unpred,Same,1654.829062,5357.642836,6552.813766,804,4897.984704,1195.17093,391.1709303,y
2,3,2,Unpred,Same,1453.612153,5457.392995,6356.224985,531,4902.612832,898.8319901,367.8319901,n
2,3,2,Unpred,Same,1482.48301,5429.116783,6949.941366,1177,5467.458355,1520.824582,343.8245822,n
2,3,2,Unpred,Same,1506.512808,5425.510393,6626.793109,860,5120.280301,1201.282716,341.2827163,n
2,3,2,Unpred,Same,1493.787351,5584.832012,7108.711834,1273,5614.924483,1523.879822,250.8798216,n
2,3,2,Unpred,Same,1481.953719,5163.437644,6361.471891,980,4879.518172,1198.034247,218.034247,n
2,3,2,Unpred,Same,1626.006687,5360.348124,6858.767569,1302,5232.760882,1498.419445,196.419445,n
6,3,2,Unpred,Same,1611.560036,5371.146183,8096.900986,1302,6485.34095,2725.754803,1423.754803,n
6,3,2,Unpred,Same,1660.550563,5229.183769,6845.292476,651,5184.741913,1616.108707,965.108707,skye
6,3,2,Unpred,Same,1519.132084,5219.088409,6333.594023,445,4814.461939,1114.505613,669.5056133,n
6,3,2,Unpred,Same,1437.487781,5226.648148,6406.326508,553,4968.838726,1179.67836,626.6783596,y
6,3,2,Unpred,Same,1496.881445,5426.566615,6522.936375,725,5026.05493,1096.36976,371.3697601,n
6,3,2,Unpred,Same,1477.365431,5568.145577,7209.977669,1273,5732.612238,1641.832092,368.832092,n
6,3,2,Unpred,Same,1500.300926,5259.675005,6465.557952,923,4965.257026,1205.882947,282.8829471,n
6,3,2,Unpred,Same,1465.259567,5144.638317,6264.022379,980,4798.762812,1119.384062,139.3840619,n
7,3,2,Unpred,Same,1473.989085,5624.946253,9481.683515,1229,8007.69443,3856.737262,,y
7,3,2,Unpred,Same,1648.702842,5385.593769,7201.389605,861,5552.686762,1815.795836,954.7958358,n
7,3,2,Unpred,Same,1450.976241,5561.21762,6968.215384,469,5517.239143,1406.997764,937.9977643,n
7,3,2,Unpred,Same,1463.682679,5272.578354,6715.243088,551,5251.560409,1442.664734,891.6647343,n
7,3,2,Unpred,Same,1472.949182,5421.529455,7453.857096,1177,5980.907914,2032.327642,855.3276416,n
7,3,2,Unpred,Same,1460.578777,5091.556215,6476.035486,572,5015.456709,1384.479271,812.4792707,n
7,3,2,Unpred,Same,1665.979075,5376.517742,7216.760802,1108,5550.781726,1840.24306,732.2430599,n
7,3,2,Unpred,Same,1649.441616,5555.148953,7001.828108,739,5352.386492,1446.679154,707.6791544,n
7,3,2,Unpred,Same,1494.982196,5365.930712,6482.089722,558,4987.107525,1116.15901,558.1590099,n
8,3,2,Unpred,Same,1479.416749,5303.752312,8236.258981,923,6756.842232,2932.50667,,y
8,3,2,Unpred,Same,1504.608872,5594.28657,8016.070762,1273,6511.461889,2421.784192,1148.784192,n
8,3,2,Unpred,Same,1490.164575,5408.955591,7256.860923,860,5766.696348,1847.905332,987.9053321,n
8,3,2,Unpred,Same,1450.538511,5080.711853,6348.405045,572,4897.866534,1267.693192,695.6931918,n
8,3,2,Unpred,Same,1487.078881,5186.348686,6316.106405,445,4829.027524,1129.757719,684.757719,n
8,3,2,Unpred,Same,1456.362232,5604.723689,7490.720587,1229,6034.358355,1885.996897,656.9968974,mmm captain barnacles
8,3,2,Unpred,Same,1480.789496,5476.226408,6653.299666,531,5172.51017,1177.073258,646.0732581,y
8,3,2,Unpred,Same,1655.438674,5364.537226,6774.451092,804,5119.012418,1409.913865,605.9138655,y
8,3,2,Unpred,Same,1488.201394,5349.616644,6463.398825,595,4975.197431,1113.782181,518.7821812,y
8,3,2,Unpred,Same,1608.413955,5318.434616,6853.473015,1108,5245.059059,1535.038399,427.0383987,emmm Spongebob
8,3,2,Unpred,Same,1664.198532,5567.836783,6715.599475,739,5051.400943,1147.762692,408.7626919,y
8,3,2,Unpred,Same,1498.045654,5180.82683,6526.301659,980,5028.256005,1345.474829,365.4748294,n
8,3,2,Unpred,Same,1663.033469,5209.133609,6217.252538,651,4554.219069,1008.118929,357.1189285,n
8,3,2,Unpred,Same,1463.864613,5275.785789,6120.870434,553,4657.005821,845.0846451,292.0846451,y
8,3,2,Unpred,Same,1694.702596,5406.255939,6853.316288,1302,5158.613692,1447.060349,145.0603487,y?
8,3,2,Unpred,Same,1495.059665,5446.981482,6128.278532,725,4633.218867,681.2970495,-43.70295053,y
9,3,2,Unpred,Same,1652.615146,5360.270526,11885.80018,1108,10233.18503,6525.529649,,n
9,3,2,Unpred,Same,1461.840887,5095.343399,7816.62532,572,6354.784433,2721.281921,,n
9,3,2,Unpred,Same,1499.557397,5495.606293,7206.949821,531,5707.392424,1711.343528,1180.343528,n
9,3,2,Unpred,Same,1475.374521,5428.857894,7272.111656,725,5796.737135,1843.253762,1118.253762,n
9,3,2,Unpred,Same,1464.795704,5253.672719,6768.445598,553,5303.649894,1514.77288,961.7728799,n
9,3,2,Unpred,Same,1511.724826,5210.932708,6418.926608,445,4907.201782,1207.993901,762.9939006,n
9,3,2,Unpred,Same,1510.167307,5372.766588,6628.919744,595,5118.752437,1256.153156,661.1531555,n
9,3,2,Unpred,Same,1480.880831,5266.464766,6452.680793,551,4971.799961,1186.216026,635.2160263,n
9,3,2,Unpred,Same,1635.38288,5206.453623,6472.297244,651,4836.914363,1265.84362,614.8436203,n
9,3,2,Unpred,Same,1477.288864,5298.714369,6826.696072,923,5349.407208,1527.981704,604.9817036,n
9,3,2,Unpred,Same,1488.264171,5459.066043,7132.335095,1177,5644.070925,1673.269053,496.2690527,n
9,3,2,Unpred,Same,1505.586803,5374.845694,6380.110834,558,4874.524031,1005.26514,447.2651398,n
9,3,2,Unpred,Same,1480.648526,5614.414754,7284.751178,1229,5804.102651,1670.336424,441.3364237,n
9,3,2,Unpred,Same,1476.320426,5157.603325,6526.113983,980,5049.793558,1368.510659,388.5106585,n
9,3,2,Unpred,Same,1536.342319,5443.181967,6634.797188,860,5098.454869,1191.615221,331.6152205,n
9,3,2,Unpred,Same,1666.150709,5394.643131,6978.121065,1302,5311.970356,1583.477934,281.4779344,n
9,3,2,Unpred,Same,1501.180974,5591.942073,6782.218379,1273,5281.037405,1190.276306,-82.72369406,n
11,3,2,Unpred,Same,1650.633572,5360.905349,8685.481751,804,7034.848179,3324.576403,,Yes
11,3,2,Unpred,Same,1599.998408,5305.269773,8049.817538,1108,6449.81913,2744.547765,1636.547765,Yes
11,3,2,Unpred,Same,1475.599289,5512.154108,8284.245972,1273,6808.646683,2772.091864,1499.091864,Yes
11,3,2,Unpred,Same,1472.004784,5341.034612,7116.433581,558,5644.428797,1775.398969,1217.398969,Yes
11,3,2,Unpred,Same,1432.899185,5256.830877,6910.572173,553,5477.672988,1653.741296,1100.741296,Yes
11,3,2,Unpred,Same,1464.107967,5465.771384,6936.503229,531,5472.395262,1470.731845,939.731845,Yes
11,3,2,Unpred,Same,1488.130351,5346.041987,6793.424007,595,5305.293656,1447.382021,852.3820205,Yes
11,3,2,Unpred,Same,1501.465492,5424.138097,6888.473235,725,5387.007742,1464.335138,739.3351379,Yes
11,3,2,Unpred,Same,1661.722224,5219.321216,6599.755896,651,4938.033672,1380.43468,729.4346804,Yes
11,3,2,Unpred,Same,1520.317525,5198.933078,6502.808942,980,4982.491417,1303.875863,323.8758633,Yes
12,3,2,Unpred,Same,1474.464997,5172.303216,7323.692707,445,5849.22771,2151.389491,1706.389491,n
12,3,2,Unpred,Same,1640.093866,5351.53072,7593.444039,804,5953.350174,2241.91332,1437.91332,y
12,3,2,Unpred,Same,1493.594208,5362.747205,7265.444055,595,5771.849847,1902.69685,1307.69685,y
12,3,2,Unpred,Same,1673.899018,5242.156415,6946.113326,651,5272.214308,1703.956911,1052.956911,y
12,3,2,Unpred,Same,1477.094945,5518.927498,6911.572693,531,5434.477748,1392.645195,861.6451953,n
12,3,2,Unpred,Same,1480.959765,5305.529391,7042.498413,923,5561.538648,1736.969022,813.969022,n
12,3,2,Unpred,Same,1495.584135,5414.491484,6973.36544,860,5477.781305,1558.873957,698.8739568,n
12,3,2,Unpred,Same,1478.655099,5266.862017,6435.23485,553,4956.579751,1168.372833,615.3728331,n
12,3,2,Unpred,Same,1490.712029,5421.475196,6530.411617,725,5039.699588,1108.936421,383.9364208,n
12,3,2,Unpred,Same,1518.697545,5202.339273,6484.909644,980,4966.212099,1282.57037,302.5703704,n
12,3,2,Unpred,Same,1645.962708,5380.119876,6774.434451,1302,5128.471743,1394.314575,92.3145754,n
12,3,2,Unpred,Same,1460.252263,5550.741625,6867.561669,1273,5407.309406,1316.820044,43.82004431,n
13,3,2,Unpred,Same,1475.470679,5474.621636,8599.106765,531,7123.636086,3124.485128,,y
13,3,2,Unpred,Same,1649.511595,5384.449656,8549.574494,1302,6900.062899,3165.124838,1863.124838,n
13,3,2,Unpred,Same,1645.248552,5214.136727,7453.435975,651,5808.187423,2239.299248,1588.299248,n
13,3,2,Unpred,Same,1510.629086,5461.081099,7844.993186,1177,6334.364099,2383.912087,1206.912087,n
13,3,2,Unpred,Same,1475.296616,5339.738434,6955.154424,595,5479.857808,1615.41599,1020.41599,n
13,3,2,Unpred,Same,1481.621576,5411.636515,7023.67055,725,5542.048974,1612.034035,887.0340351,n
13,3,2,Unpred,Same,1480.897598,5304.174033,6939.82734,923,5458.929742,1635.653308,712.6533077,n
13,3,2,Unpred,Same,1472.760058,5262.358321,6515.375691,553,5042.615633,1253.01737,700.01737,n
13,3,2,Unpred,Same,1513.775173,5430.676385,6740.488394,860,5226.713221,1309.812009,449.8120086,n
13,3,2,Unpred,Same,1474.562913,5556.79534,7112.787761,1273,5638.224848,1555.992421,282.992421,n
13,3,2,Unpred,Same,1489.847358,5191.197016,6450.093266,980,4960.245908,1258.896249,278.8962492,n
15,3,2,Unpred,Same,1653.323157,5360.946593,9467.265472,804,7813.942315,4106.318879,,n
15,3,2,Unpred,Same,1491.652276,5189.588103,7956.883217,445,6465.23094,2767.295114,,n
15,3,2,Unpred,Same,1497.854187,5320.756385,7419.383127,923,5921.52894,2098.626742,1175.626742,n
